analysis_result,created_at,id,input_text,ticket_id
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""delayed shipping"", ""score"": ""1"", ""summary"": ""Customer's order #JAGAR-111234603 has a shipping estimate that keeps changing, causing frustration."", ""urgency_flag"": true}}",2026-02-13T23:08:38.897716+00:00,be485388-e76f-48e8-8888-65437709bc8b,"Ticket_IDDate MonthCategory PriorityStatus SentimentCustomer_Message Order_NumberT1000172025-06-012025-06Delayed ShippingMediumResolvedNegativeShipping estimate keeps changing for order #JAGAR-111234603. When will it actually ship?JAGAR-111234603T1000602025-06-032025-06Feature RequestHigh ResolvedNegativePlease add support for reading Kindle books directly on the device.T1000372025-06-052025-06Software BugMediumClosed NegativeScreen rotation is glitchy - sometimes gets stuck sideways even when I turn off auto-rotate.T1000142025-06-062025-06Delayed ShippingLow ResolvedNeutral My package #JAGAR-112855535 appears to be lost in transit. Been stuck in Memphis for days.JAGAR-112855535T1000272025-06-082025-06Software BugHigh ResolvedNegativeBattery percentage display is inaccurate. Shows 50% then dies an hour later.T1000922025-06-082025-06Return RequestLow Closed PositiveI received the wrong model. Need to return and get the correct one. Order #JAGAR-111095453JAGAR-111095453T1000682025-06-112025-06Billing/PaymentHigh ResolvedNegativeI was charged twice for order #JAGAR-111797716. Please refund the duplicate charge.JAGAR-111797716T1000772025-06-142025-06Account AccessHigh ResolvedNeutral Email verification link expired. Can you send a new one?T1000712025-06-142025-06Billing/PaymentMediumIn ProgressNeutral Payment declined but I was still charged. Order #JAGAR-112390411. Help!JAGAR-112390411T1000702025-06-152025-06Billing/PaymentHigh Closed NegativeHaven't received my refund yet. Returned device 3 weeks ago. Order #JAGAR-112673825.JAGAR-112673825T1000222025-06-172025-06Heavy BezelsLow In ProgressPositiveThick bezels are my only complaint. Screen-to-body ratio could be way better.T1000792025-06-222025-06Account AccessHigh Open Neutral Cannot change my email address in account settings. Getting an error.T1000422025-06-222025-06Software BugMediumResolvedNegativeFiles randomly duplicating in Reader. Now I have 3 copies of some PDFs.T1000302025-06-302025-06Software BugLow ResolvedNegativeThe Daylight Capture extension keeps giving me 'ingestion failure' errors. How do I fix this?T1000742025-07-062025-07Billing/PaymentMediumOpen NegativeWhy was I charged $50 more than the listed price? Order #JAGAR-112581741JAGAR-112581741T1000262025-07-092025-07Heavy BezelsHigh ResolvedNegativeLove the display but the bezels are HUGE. Makes it look dated compared to modern tablets.T1000052025-07-112025-07Delayed ShippingHigh Open NegativeI ordered 3 weeks ago (order #JAGAR-112297129) and still no device. What's the holdup?JAGAR-112297129T1000972025-07-212025-07Customer ServiceLow ResolvedPositiveSupport ticket #JAGAR-111442551 has been open for 2 weeks with no resolution. This is unacceptable.T1000432025-07-232025-07Software BugHigh Closed NegativeSound cuts out randomly during video playback. Very annoying.T1000162025-07-252025-07Delayed ShippingLow ResolvedNeutral My shipment #JAGAR-112339974 was supposed to be here before the holiday. Now it says delayed indefinitely.JAGAR-112339974T1000892025-08-012025-08Hardware MalfunctionHigh Closed NegativeDevice gets extremely hot during normal use. Is this normal?T1000402025-08-062025-08Software BugHigh Closed NegativeTouch targets are misaligned by about 5mm. Keep hitting wrong buttons.T1000412025-08-162025-08Software BugHigh ResolvedNegativeCan't install apps from app store. Keep getting 'installation failed' error.T1001002025-08-162025-08Product InquiryLow Closed NegativeDo you plan to release a version for kids ages 8-14? My son wants one.T1000752025-08-182025-08Account AccessHigh ResolvedPositiveCannot change my email address in account settings. Getting an error.T1000812025-08-182025-08Hardware MalfunctionHigh ResolvedNegativeHeadphone jack doesn't work. Tried multiple headphones, none connect.T1000382025-08-192025-08Software BugMediumClosed NegativeDark mode is buggy - some apps ignore it and stay blindingly white.T1000312025-08-202025-08Software BugLow In ProgressNeutral Battery percentage display is inaccurate. Shows 50% then dies an hour later.T1000362025-08-202025-08Software BugHigh Closed NegativeSound cuts out randomly during video playback. Very annoying.T1000632025-08-212025-08Feature RequestMediumClosed Neutral Would be amazing to have handwriting recognition for notes!T1000192025-08-242025-08Heavy BezelsHigh Closed Neutral The bezels make this thing look chunky. Otherwise love it.T1000542025-08-292025-08Feature RequestMediumResolvedNeutral Please add cloud sync for annotations and highlights across devices.T1000842025-09-022025-09Hardware MalfunctionMediumClosed NegativeScreen is flickering constantly. Makes it unusable. Order #JAGAR-111744121T1000252025-09-062025-09Heavy BezelsLow ResolvedNeutral Screen is great but why such massive bezels in 2025? Feels like a device from 5 years ago.T1000902025-09-072025-09Hardware MalfunctionHigh ResolvedNegativeHeadphone jack doesn't work. Tried multiple headphones, none connect.T1000592025-09-082025-09Feature RequestLow Closed Neutral Can you add support for ePub files in the Reader app?T1000202025-09-112025-09Heavy BezelsHigh ResolvedNegativeThick bezels are my only complaint. Screen-to-body ratio could be way better.T1000552025-09-162025-09Feature RequestMediumClosed Neutral Would love to see a built-in dictionary/translation feature for reading.T1000352025-09-182025-09Software BugHigh ResolvedNegativeMy DC-1 gets stuck in a login loop with my 2FA Google account. Can't access the device at all!T1000872025-09-222025-09Hardware MalfunctionMediumClosed NegativeHeadphone jack doesn't work. Tried multiple headphones, none connect.T1000062025-09-252025-09Delayed ShippingMediumResolvedNegativeTracking shows my order #JAGAR-111167335 is delayed. I needed this for a gift. Can you help?JAGAR-111167335T1000472025-09-252025-09Software BugLow Closed Neutral Can't delete files from Reader, only archive. This should be basic functionality!T1000092025-09-262025-09Delayed ShippingMediumResolvedNegativeOrder #JAGAR-112688303 - carrier says 'delivery attempted' but I was home all day. Nobody came.JAGAR-112688303T1000662025-09-272025-09Feature RequestMediumResolvedPositivePlease add ability to rename files in Reader. Files from Capture show up as 'Untitled'.T1000022025-09-282025-09Delayed ShippingHigh ResolvedNegativeOrder #JAGAR-111055649 shows out for delivery since Monday. It's now Friday. Where is it?JAGAR-111055649T1000572025-09-292025-09Feature RequestLow ResolvedNeutral Can we get a night reading mode with warmer colors? Current dark mode is still too blue.T1000322025-09-292025-09Software BugHigh Closed NegativeCan't install apps from app store. Keep getting 'installation failed' error.T1000442025-09-302025-09Software BugLow Closed NegativeWeb browser crashes when loading certain websites with lots of images.T1000342025-10-012025-10Software BugLow Closed Neutral Keyboard sometimes doesn't appear when clicking text fields. Have to restart app.T1000862025-10-022025-10Hardware MalfunctionHigh In ProgressNegativeTouch screen not responding in bottom right corner. Hardware defect?T1000782025-10-032025-10Account AccessHigh In ProgressPositiveAccount shows device registered but I sold it. How do I unregister it?",be485388-e76f-48e8-8888-65437709bc8b
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""shipping"", ""score"": ""2"", ""summary"": ""Customer is frustrated with the shipping time for order #JAGAR-111013628."", ""urgency_flag"": false}}",2026-02-13T23:15:08.586579+00:00,040223a3-6730-4d63-a67e-a6190a36e453,Frustrated with shipping time on #JAGAR-111013628. Should have just bought local.,040223a3-6730-4d63-a67e-a6190a36e453
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""billing"", ""score"": ""2"", ""summary"": ""Customer inquired about a promo code not applying to their order and requested a discount."", ""urgency_flag"": false}}",2026-02-13T23:16:40.619721+00:00,b4f93b2c-1196-439e-ad23-a8f51209594a,Promo code didn't apply to my order #JAGAR-111433763. Can I get the discount?,b4f93b2c-1196-439e-ad23-a8f51209594a
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""concerned"", ""issue_category"": ""shipping"", ""score"": ""1"", ""summary"": ""Order #JAGAR-111167335 is delayed, needed for a gift."", ""urgency_flag"": true}}",2026-02-13T23:13:57.341864+00:00,68c462de-768e-4ff2-8c27-7a931d8cfddc,Tracking shows my order #JAGAR-111167335 is delayed. I needed this for a gift. Can you help?,68c462de-768e-4ff2-8c27-7a931d8cfddc
"{""confidence_score"": ""0.85"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""refund"", ""score"": ""2"", ""summary"": ""Customer has not received a refund for a returned device after 3 weeks."", ""urgency_flag"": true}}",2026-02-13T23:12:21.033943+00:00,f9e1e952-40b8-400b-919c-f1300c037c8b,Haven't received my refund yet. Returned device 3 weeks ago. Order #JAGAR-112673825.,f9e1e952-40b8-400b-919c-f1300c037c8b
"{""confidence_score"": ""0.85"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""software"", ""score"": ""3"", ""summary"": ""Request for a night reading mode with warmer colors as the current dark mode is too blue."", ""urgency_flag"": false}}",2026-02-13T23:14:14.226622+00:00,937efd44-2953-409b-9552-cf9be9833b90,Can we get a night reading mode with warmer colors? Current dark mode is still too blue.,937efd44-2953-409b-9552-cf9be9833b90
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""concerned"", ""issue_category"": ""shipping"", ""score"": ""1"", ""summary"": ""Customer is concerned about a package that hasn't updated in 10 days and is asking if it might be lost."", ""urgency_flag"": false}}",2026-02-13T23:14:51.070345+00:00,50681161-d9aa-415d-8418-94c1bfa45512,Package #JAGAR-112433503 hasn't updated in 10 days. Is it lost?,50681161-d9aa-415d-8418-94c1bfa45512
"{""confidence_score"": ""0.75"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""feature request"", ""score"": ""3"", ""summary"": ""Customer suggests adding a built-in dictionary/translation feature for reading."", ""urgency_flag"": false}}",2026-02-13T23:13:48.131580+00:00,a67d87e4-118d-4545-acf0-1fa89df5c5f1,Would love to see a built-in dictionary/translation feature for reading.,a67d87e4-118d-4545-acf0-1fa89df5c5f1
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""hardware"", ""score"": ""1"", ""summary"": ""Touch screen not responding in bottom right corner, possibly a hardware defect."", ""urgency_flag"": false}}",2026-02-13T23:14:28.105770+00:00,6ee95beb-c2a5-4af4-a9e0-c22e00562b37,Touch screen not responding in bottom right corner. Hardware defect?,6ee95beb-c2a5-4af4-a9e0-c22e00562b37
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""confused"", ""issue_category"": ""software"", ""score"": ""1"", ""summary"": ""User is experiencing 'ingestion failure' errors with the Daylight Capture extension."", ""urgency_flag"": false}}",2026-02-13T23:12:32.332846+00:00,2ce1764e-8878-4791-8552-b1b28f510007,The Daylight Capture extension keeps giving me 'ingestion failure' errors. How do I fix this?,2ce1764e-8878-4791-8552-b1b28f510007
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""concerned"", ""issue_category"": ""billing"", ""score"": ""1"", ""summary"": ""Customer was charged twice for an order and requests a refund for the duplicate charge."", ""urgency_flag"": false}}",2026-02-13T23:12:09.136556+00:00,8c7e123f-6287-46b1-94c8-83c8fc3a7296,I was charged twice for order #JAGAR-111797716. Please refund the duplicate charge.,8c7e123f-6287-46b1-94c8-83c8fc3a7296
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""concerned"", ""issue_category"": ""billing"", ""score"": ""1"", ""summary"": ""Customer is concerned about being charged $50 more than the listed price for their order."", ""urgency_flag"": false}}",2026-02-13T23:12:35.025659+00:00,11ac63ff-eb18-46fd-8056-72dde6a0fd2c,Why was I charged $50 more than the listed price? Order #JAGAR-112581741,11ac63ff-eb18-46fd-8056-72dde6a0fd2c
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""hardware"", ""score"": ""1"", ""summary"": ""The screen is flickering constantly, making the device unusable."", ""urgency_flag"": true}}",2026-02-13T23:16:57.565045+00:00,477fc03d-2321-4fbf-8b84-81ac26533e0f,Screen is flickering constantly. Makes it unusable. Order #JAGAR-112731690,477fc03d-2321-4fbf-8b84-81ac26533e0f
"{""confidence_score"": ""0.9"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""shipping"", ""score"": ""2"", ""summary"": ""Customer reports a delivery issue where the carrier claimed 'delivery attempted' but no one came."", ""urgency_flag"": false}}",2026-02-13T23:14:04.182126+00:00,4d81a5ed-381f-4cbd-8afa-3d2ca5bc4ffa,Order #JAGAR-112688303 - carrier says 'delivery attempted' but I was home all day. Nobody came.,4d81a5ed-381f-4cbd-8afa-3d2ca5bc4ffa
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""software"", ""score"": ""1"", ""summary"": ""The keyboard sometimes doesn't appear when clicking text fields, requiring an app restart."", ""urgency_flag"": false}}",2026-02-13T23:14:25.723654+00:00,dfd24154-ef06-4dfd-b5ad-a3334a284973,Keyboard sometimes doesn't appear when clicking text fields. Have to restart app.,dfd24154-ef06-4dfd-b5ad-a3334a284973
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""software"", ""score"": ""2"", ""summary"": ""The customer is experiencing a login loop issue with their DC-1 device when using a 2FA Google account, preventing access to the device."", ""urgency_flag"": true}}",2026-02-13T23:14:47.655573+00:00,e45120bf-04f1-4fa2-89af-a2f5c598add7,My DC-1 gets stuck in a login loop with my 2FA Google account. Can't access the device at all!,e45120bf-04f1-4fa2-89af-a2f5c598add7
"{""confidence_score"": ""0.9"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""software"", ""score"": ""3"", ""summary"": ""Request to add a feature to rename files in Reader as files from Capture appear as 'Untitled'."", ""urgency_flag"": false}}",2026-02-13T23:14:08.073930+00:00,7515beb3-b042-46c5-88b1-1c23970f2cdc,Please add ability to rename files in Reader. Files from Capture show up as 'Untitled'.,7515beb3-b042-46c5-88b1-1c23970f2cdc
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""connectivity"", ""score"": ""2"", ""summary"": ""The customer is experiencing frequent WiFi disconnections on their device, while other devices work fine."", ""urgency_flag"": false}}",2026-02-13T23:16:07.706980+00:00,4ecf717e-29e2-4630-88a3-1bd3dff2f5b8,WiFi drops constantly. Have to reconnect 5-6 times per day. Other devices work fine.,4ecf717e-29e2-4630-88a3-1bd3dff2f5b8
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""product inquiry"", ""score"": ""3"", ""summary"": ""Inquiry about a version of the product for kids ages 8-14."", ""urgency_flag"": false}}",2026-02-13T23:16:28.501093+00:00,563a7196-2cf2-4b4c-99d8-e1e633a5b6e0,Do you plan to release a version for kids ages 8-14? My son wants one.,563a7196-2cf2-4b4c-99d8-e1e633a5b6e0
"{""confidence_score"": ""0.85"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""billing"", ""score"": ""-0.5"", ""summary"": ""Customer requests refund and cancellation for an auto-renewed subscription that was supposed to be cancelled."", ""urgency_flag"": true}}",2026-02-13T23:15:52.453891+00:00,d414affb-4732-43bf-a937-e3b215f3a563,Auto-renewed subscription I already cancelled. Please refund and cancel. #JAGAR-111878751,d414affb-4732-43bf-a937-e3b215f3a563
"{""confidence_score"": ""0.7"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""Delayed Shipping"", ""score"": ""-1"", ""summary"": ""Customer is frustrated with delayed shipping despite paying extra for faster service."", ""urgency_flag"": true}}",2026-02-13T23:05:50.296969+00:00,ffb7d992-a0b0-4be5-9540-e12b9b1f8a67,"T1000212025-10-052025-10Heavy BezelsMediumOpen Neutral The bezels make this thing look chunky. Otherwise love it.T1000952025-10-062025-10Return RequestMediumClosed PositiveI received the wrong model. Need to return and get the correct one. Order #JAGAR-112603154JAGAR-112603154T1000762025-10-102025-10Account AccessHigh In ProgressNegative2FA is locked out. Can you help me regain access to my account?T1000492025-10-122025-10Software BugMediumResolvedPositiveReader app crashes every time I try to open a large PDF. Really frustrating.T1000112025-10-132025-10Delayed ShippingMediumClosed NegativeI paid extra for faster shipping on order #JAGAR-111898490 but it's slower than standard would have been.JAGAR-111898490T1000392025-10-142025-10Software BugMediumClosed Neutral My DC-1 gets stuck in a login loop with my 2FA Google account. Can't access the device at all!T1000072025-10-152025-10Delayed ShippingHigh ResolvedNegativePackage #JAGAR-112433503 hasn't updated in 10 days. Is it lost?JAGAR-112433503T1000012025-10-192025-10Delayed ShippingLow ResolvedNeutral Order #JAGAR-111292632 shows out for delivery since Monday. It's now Friday. Where is it?JAGAR-111292632T1000852025-10-202025-10Hardware MalfunctionMediumResolvedNegativeBattery won't charge past 60%. Tried different cables and chargers.T1000642025-10-202025-10Feature RequestLow ResolvedNeutral Can we get a 'continue reading' feature that remembers where I left off?T1000482025-10-212025-10Software BugHigh ResolvedNeutral Screenshot function doesn't work. Nothing happens when I press the button combo.T1000032025-10-212025-10Delayed ShippingMediumResolvedNegativeFrustrated with shipping time on #JAGAR-111013628. Should have just bought local.JAGAR-111013628T1000912025-10-232025-10Return RequestMediumResolvedNegativeHow do I return for a refund? Device isn't what I expected. Order #JAGAR-112746148JAGAR-112746148T1000292025-10-252025-10Software BugLow ResolvedNeutral Screen rotation is glitchy - sometimes gets stuck sideways even when I turn off auto-rotate.T1000652025-10-252025-10Feature RequestMediumIn ProgressPositiveWould be great to have reading statistics (time spent, pages read, etc.).T1000502025-11-082025-11Software BugMediumOpen NegativeCan't install apps from app store. Keep getting 'installation failed' error.T1000622025-11-102025-11Feature RequestHigh In ProgressNegativeCan you implement better search functionality across all documents?T1000522025-11-172025-11Feature RequestLow In ProgressNeutral Please add cloud sync for annotations and highlights across devices.T1000452025-11-182025-11Software BugLow ResolvedNeutral WiFi drops constantly. Have to reconnect 5-6 times per day. Other devices work fine.T1000882025-11-242025-11Hardware MalfunctionMediumOpen NegativeTouch screen not responding in bottom right corner. Hardware defect?T1000042025-11-242025-11Delayed ShippingMediumClosed NegativeOrder #JAGAR-112530358 shows out for delivery since Monday. It's now Friday. Where is it?JAGAR-112530358T1000242025-11-292025-11Heavy BezelsLow ResolvedNeutral The thick bezels are really distracting. Wish you had a more modern design.T1000962025-12-122025-12Customer ServiceMediumOpen Neutral I've called 3 times and keep getting voicemail. No callback. Very frustrating.T1000462025-12-132025-12Software BugMediumResolvedNegativeKeyboard sometimes doesn't appear when clicking text fields. Have to restart app.T1000692025-12-172025-12Billing/PaymentMediumIn ProgressNegativeAuto-renewed subscription I already cancelled. Please refund and cancel. #JAGAR-111878751JAGAR-111878751T1000282025-12-232025-12Software BugHigh ResolvedPositiveWiFi drops constantly. Have to reconnect 5-6 times per day. Other devices work fine.T1000532025-12-242025-12Feature RequestHigh ResolvedNeutral Can we get a 'continue reading' feature that remembers where I left off?T1000982025-12-272025-12Customer ServiceLow Open Neutral Customer service hasn't responded to my email from 10 days ago about order #JAGAR-111610815.T1000332026-01-012026-01Software BugLow ResolvedNeutral WiFi drops constantly. Have to reconnect 5-6 times per day. Other devices work fine.T1000802026-01-022026-01Account AccessHigh ResolvedNegativeMy account was suspended for no reason. I need it reactivated immediately.T1000732026-01-022026-01Billing/PaymentMediumOpen Neutral I was charged twice for order #JAGAR-111171769. Please refund the duplicate charge.JAGAR-111171769T1000132026-01-032026-01Delayed ShippingHigh Closed NegativeOrder #JAGAR-111806915 stuck at customs for 2 weeks. What documentation do I need to provide?JAGAR-111806915T1000512026-01-102026-01Software BugMediumClosed PositiveFiles randomly duplicating in Reader. Now I have 3 copies of some PDFs.T1000832026-01-172026-01Hardware MalfunctionLow ResolvedNegativeScreen is flickering constantly. Makes it unusable. Order #JAGAR-111974564T1000152026-01-192026-01Delayed ShippingMediumIn ProgressPositiveReally disappointed - order #JAGAR-112514336 was a birthday gift and now it's 10 days late.JAGAR-112514336T1000992026-01-192026-01Product InquiryMediumIn ProgressPositiveDo you plan to release a version for kids ages 8-14? My son wants one.T1000722026-01-232026-01Billing/PaymentLow In ProgressPositiveGot charged for shipping when website said free shipping. Order #JAGAR-111545587JAGAR-111545587T1000082026-01-232026-01Delayed ShippingHigh ResolvedNegativeMy package #JAGAR-112940685 appears to be lost in transit. Been stuck in Memphis for days.JAGAR-112940685T1000612026-01-242026-01Feature RequestLow In ProgressPositiveWould love to see a built-in dictionary/translation feature for reading.T1000672026-01-252026-01Billing/PaymentHigh In ProgressNeutral Promo code didn't apply to my order #JAGAR-111433763. Can I get the discount?JAGAR-111433763T1000562026-01-292026-01Feature RequestLow In ProgressNeutral Can we get a 'continue reading' feature that remembers where I left off?T1000232026-01-292026-01Heavy BezelsLow ResolvedNeutral The bezels make this thing look chunky. Otherwise love it.T1000582026-01-302026-01Feature RequestMediumIn ProgressNeutral Would love to see a built-in dictionary/translation feature for reading.T1000942026-01-312026-01Return RequestLow In ProgressPositiveReturn label request for order #JAGAR-111137035. Product doesn't meet my needs.JAGAR-111137035T1000822026-02-032026-02Hardware MalfunctionHigh ResolvedNegativeScreen is flickering constantly. Makes it unusable. Order #JAGAR-112731690T1000182026-02-042026-02Delayed ShippingHigh Closed NegativeMy shipment #JAGAR-112595098 was supposed to be here before the holiday. Now it says delayed indefinitely.JAGAR-112595098T1000932026-02-072026-02Return RequestMediumIn ProgressPositiveReturn label request for order #JAGAR-111025722. Product doesn't meet my needs.JAGAR-111025722T1000122026-02-082026-02Delayed ShippingMediumResolvedPositiveMy shipment #JAGAR-111098810 was supposed to be here before the holiday. Now it says delayed indefinitely.JAGAR-111098810T1000102026-02-112026-02Delayed ShippingLow Open Neutral My shipment #JAGAR-112917945 was supposed to be here before the holiday. Now it says delayed indefinitely.JAGAR-112917945",ffb7d992-a0b0-4be5-9540-e12b9b1f8a67
"{""confidence_score"": ""0.85"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""software"", ""score"": ""2"", ""summary"": ""Keyboard fails to appear in text fields, requiring app restart."", ""urgency_flag"": false}}",2026-02-13T23:15:47.931851+00:00,96d7e8a6-421f-406e-a709-4b85ab0a76ed,Keyboard sometimes doesn't appear when clicking text fields. Have to restart app.,96d7e8a6-421f-406e-a709-4b85ab0a76ed
"{""confidence_score"": ""0.85"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""software"", ""score"": ""2"", ""summary"": ""The screen rotation feature is malfunctioning, getting stuck sideways even with auto-rotate turned off."", ""urgency_flag"": false}}",2026-02-13T23:15:14.906889+00:00,c5a4962d-7fbe-474c-a1f3-9701853d57f0,Screen rotation is glitchy - sometimes gets stuck sideways even when I turn off auto-rotate.,c5a4962d-7fbe-474c-a1f3-9701853d57f0
"{""confidence_score"": ""0.75"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""account management"", ""score"": ""1"", ""summary"": ""User is unable to change their email address in account settings due to an error."", ""urgency_flag"": false}}",2026-02-13T23:13:06.857287+00:00,a1ec9f66-ec7f-486f-ab3c-71dc6db48963,Cannot change my email address in account settings. Getting an error.,a1ec9f66-ec7f-486f-ab3c-71dc6db48963
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""concerned"", ""issue_category"": ""hardware"", ""score"": ""1"", ""summary"": ""Touch screen not responding in bottom right corner, possibly a hardware defect."", ""urgency_flag"": false}}",2026-02-13T23:15:33.959689+00:00,81a4c482-4b1f-4bd5-9138-c502cd504da3,Touch screen not responding in bottom right corner. Hardware defect?,81a4c482-4b1f-4bd5-9138-c502cd504da3
"{""confidence_score"": ""0.75"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""feature request"", ""score"": ""3"", ""summary"": ""Customer suggests adding a built-in dictionary/translation feature for reading."", ""urgency_flag"": false}}",2026-02-13T23:16:37.543908+00:00,0812d411-0a75-47ec-8f23-09062694d39f,Would love to see a built-in dictionary/translation feature for reading.,0812d411-0a75-47ec-8f23-09062694d39f
